Provider,Storage_Needs,Supports_Encryption,CPU_Speed,Price_Per_Hour,Service_Model_Score,Activity_Field
Google Cloud,2000.0,1,4.0,3.3,5,IT
Google Cloud,1212.2,1,4.2,3.5,4,Education
Private Cloud,800.0,1,5.0,3.5,4,IT
Google Cloud,1629.4,1,5.0,3.5,4,IT
Azure,2000.0,1,3.4,3.5,5,Education
Azure,925.3,1,3.5,3.5,5,Bank
Google Cloud,1296.4,1,4.4,2.3,5,Other
Private Cloud,1306.6,1,4.1,3.5,4,Education
Google Cloud,2000.0,1,3.6,2.2,4,IT
Azure,1698.3,1,5.0,3.5,5,Telecom
Azure,1729.1,1,5.0,1.6,4,Education
Azure,2000.0,1,4.3,3.5,4,Education
Google Cloud,1357.0,1,5.0,3.5,5,Telecom
Azure,783.0,1,4.3,6.9,3,Bank
Google Cloud,2000.0,1,4.2,2.8,4,Bank
Private Cloud,926.5,1,3.0,2.9,4,Bank
Private Cloud,1954.6,1,4.9,3.3,4,Development
AWS,1047.1,1,3.1,2.0,4,Education
Google Cloud,1295.0,0,4.0,6.7,2,Education
Azure,2000.0,1,3.3,2.2,5,Education
AWS,2000.0,1,3.7,3.5,5,Bank
Private Cloud,2000.0,1,4.8,2.5,4,Education
Google Cloud,2000.0,1,3.5,1.4,4,IT
Azure,779.0,0,4.2,7.3,3,Education
Google Cloud,2000.0,1,3.3,2.8,4,Development
Private Cloud,1078.0,1,3.7,7.2,2,Education
AWS,2000.0,1,3.0,3.1,4,IT
Google Cloud,2000.0,1,3.0,2.6,5,IT
Private Cloud,1427.1,1,4.4,3.5,4,Bank
Private Cloud,1586.9,1,3.0,2.1,5,Telecom
AWS,392.0,1,2.1,6.5,3,IT
Private Cloud,2000.0,1,4.2,3.5,4,IT
Azure,800.0,1,4.2,2.0,4,Education
AWS,2000.0,1,4.9,2.8,4,Education
Azure,2000.0,1,4.9,3.5,4,Telecom
Private Cloud,2000.0,1,4.3,2.6,4,Development
Azure,2000.0,1,5.0,3.5,5,Education
Private Cloud,1579.5,1,3.0,2.4,5,IT
Google Cloud,1645.1,1,3.0,2.6,4,Education
Azure,2000.0,1,3.4,3.5,5,IT
Private Cloud,800.0,1,3.1,2.8,5,Education
AWS,561.0,0,2.1,7.4,1,IT
Azure,800.0,1,3.5,3.5,5,IT
AWS,1541.0,0,3.2,6.9,1,IT
Azure,1063.0,0,3.4,7.1,1,Education
AWS,2000.0,1,3.5,2.5,4,Medicine
Google Cloud,1209.6,1,3.8,3.5,5,Development
Google Cloud,439.0,1,2.0,5.5,2,Telecom
Private Cloud,1428.0,0,4.0,7.0,1,Bank
Private Cloud,800.0,1,3.1,2.8,4,Education
AWS,800.0,1,4.8,2.7,4,IT
Google Cloud,800.0,1,3.7,3.2,4,IT
AWS,361.0,1,3.8,7.0,3,Telecom
Private Cloud,2000.0,1,3.4,3.5,4,IT
Private Cloud,1423.6,1,5.0,3.5,4,Medicine
Azure,1526.7,1,4.4,3.1,4,IT
Private Cloud,1397.1,1,5.0,3.5,5,Bank
Azure,397.0,0,3.1,5.3,2,Other
AWS,1363.8,1,3.6,3.1,4,IT
Google Cloud,439.0,0,3.9,7.0,1,Telecom
Azure,2000.0,1,4.4,3.5,5,Education
Private Cloud,2000.0,1,3.0,3.5,5,Medicine
Azure,2000.0,1,3.0,3.5,5,Education
AWS,2000.0,1,3.0,2.9,4,Development
Private Cloud,2000.0,1,3.2,3.5,4,Bank
Google Cloud,1446.4,1,4.1,3.5,5,IT
Private Cloud,1852.3,1,3.0,3.5,4,Telecom
Google Cloud,2000.0,1,4.7,3.5,4,Medicine
Private Cloud,800.0,1,5.0,3.5,4,Bank
Azure,784.0,1,4.2,6.9,3,IT
AWS,1991.7,1,4.1,2.1,4,Education
Private Cloud,1830.7,1,3.8,2.5,5,Medicine
Google Cloud,742.0,1,2.5,6.9,1,Telecom
Google Cloud,2000.0,1,3.0,3.5,4,Telecom
Google Cloud,2000.0,1,3.0,3.0,4,Telecom
Private Cloud,1665.8,1,5.0,2.3,4,Bank
Google Cloud,2000.0,1,3.0,3.0,5,Telecom
Private Cloud,1674.8,1,4.1,3.4,5,Medicine
Google Cloud,560.0,1,3.1,6.8,1,Development
Private Cloud,2000.0,1,3.0,3.0,4,IT
Azure,2000.0,1,5.0,3.5,5,IT
Private Cloud,2000.0,1,4.4,2.0,4,Telecom
Private Cloud,2000.0,1,3.0,3.1,4,Development
Azure,1644.2,1,3.9,2.4,4,Medicine
Azure,1949.9,1,5.0,3.5,4,Bank
AWS,800.0,1,3.7,2.4,5,Bank
Azure,1086.2,1,4.1,1.7,5,Telecom
AWS,2000.0,1,3.8,3.0,4,IT
Azure,800.0,1,3.0,2.4,4,Telecom
AWS,1796.9,1,5.0,2.2,5,IT
Google Cloud,921.9,1,3.5,2.0,5,Education
AWS,800.0,1,5.0,3.5,5,Education
Google Cloud,2000.0,1,4.9,3.0,5,Other
AWS,800.0,1,5.0,2.3,4,Development
Azure,387.0,1,3.3,5.8,3,IT
AWS,2000.0,1,5.0,1.5,4,Other
Google Cloud,1325.1,1,5.0,3.4,5,IT
AWS,1899.5,1,3.0,3.5,4,IT
Azure,1463.6,1,5.0,2.8,4,Education
Private Cloud,861.6,1,3.0,3.2,4,Medicine
AWS,1159.0,0,3.0,7.1,2,Education
Google Cloud,2000.0,1,5.0,3.5,5,Education
Google Cloud,1880.6,1,4.1,2.9,5,Telecom
Azure,914.0,1,3.2,2.5,4,IT
Google Cloud,1696.5,1,5.0,3.5,5,Education
Private Cloud,1887.3,1,3.0,1.7,4,Development
Private Cloud,800.0,1,4.1,3.2,5,Development
AWS,1343.8,1,4.2,3.1,4,IT
Google Cloud,932.8,1,4.0,3.1,4,Development
Google Cloud,800.0,1,3.0,2.0,5,Education
Azure,2000.0,1,4.8,3.5,5,Development
Google Cloud,1425.2,1,4.1,2.6,5,Education
Azure,2000.0,1,3.0,3.4,5,IT
Google Cloud,800.0,1,4.7,2.0,4,Medicine
Private Cloud,2000.0,1,3.0,3.5,4,IT
Google Cloud,2000.0,1,3.8,3.5,4,IT
AWS,985.5,1,4.5,2.7,4,Development
Google Cloud,861.0,1,3.7,3.4,4,IT
Google Cloud,2000.0,1,5.0,3.5,4,IT
Private Cloud,901.0,0,2.9,6.4,3,Development
Google Cloud,1073.4,1,3.4,3.5,5,Telecom
AWS,1177.6,1,4.3,2.7,5,Education
Google Cloud,230.0,0,2.7,5.8,2,Education
Google Cloud,417.0,1,4.0,7.1,2,IT
Azure,2000.0,1,3.0,3.3,5,Education
Google Cloud,2000.0,1,5.0,2.0,4,IT
Private Cloud,1276.6,1,3.0,2.9,5,Telecom
Google Cloud,1850.0,0,2.6,7.4,1,IT
AWS,1831.4,1,3.0,3.4,4,IT
Google Cloud,1207.6,1,4.8,2.5,5,Other
Google Cloud,2000.0,1,4.0,2.0,5,Medicine
Azure,623.0,0,3.5,5.6,3,IT
Google Cloud,760.0,0,3.3,6.5,3,IT
AWS,2000.0,1,3.7,2.4,5,Education
AWS,1995.0,1,4.0,2.8,5,IT
Azure,2000.0,1,3.7,3.5,5,IT
Azure,1662.0,1,3.0,2.6,5,IT
AWS,684.0,0,2.9,6.4,1,Education
Google Cloud,1545.6,1,3.0,3.1,4,Telecom
Private Cloud,800.0,1,3.3,3.2,4,IT
Azure,2000.0,1,3.2,2.4,4,Education
AWS,1038.0,0,2.2,7.0,3,Bank
AWS,2000.0,1,4.3,1.7,5,Bank
Azure,1313.8,1,4.5,2.1,4,IT
Private Cloud,1968.7,1,3.0,3.5,5,Education
Private Cloud,943.0,0,2.1,6.8,2,Education
Private Cloud,2000.0,1,3.8,2.0,5,Bank
Google Cloud,800.0,1,3.6,3.3,5,Education
Private Cloud,2000.0,1,5.0,3.0,4,Other
Azure,1576.0,0,3.2,7.0,2,Bank
Google Cloud,2000.0,1,4.7,3.5,5,Development
AWS,2000.0,1,5.0,3.5,5,Telecom
AWS,1721.0,1,2.6,7.3,1,Bank
AWS,800.0,1,4.4,2.6,4,Medicine
Azure,1270.0,0,2.1,6.6,2,IT
Google Cloud,800.0,1,3.0,2.4,5,IT
Private Cloud,1302.3,1,3.8,2.2,4,IT
Private Cloud,2000.0,1,3.8,1.8,4,Development
AWS,800.0,1,4.6,3.5,4,Bank
Azure,1676.7,1,3.0,1.6,5,Medicine
Azure,724.0,1,2.6,7.2,3,Education
Private Cloud,800.0,1,3.9,2.3,5,Medicine
Google Cloud,2000.0,1,4.4,3.0,5,Education
Private Cloud,1743.0,0,2.9,7.4,2,Other
Private Cloud,2000.0,1,5.0,3.5,5,Education
AWS,2000.0,1,4.1,2.8,4,Development
AWS,2000.0,1,3.6,3.2,5,Medicine
AWS,1696.3,1,4.5,3.5,5,IT
AWS,1399.6,1,3.0,2.9,4,Education
Google Cloud,1341.0,0,3.0,6.6,2,Development
Private Cloud,2000.0,1,4.2,3.5,5,Education
Google Cloud,2000.0,1,3.6,3.5,4,IT
Azure,800.0,1,5.0,3.5,5,Development
Azure,1033.6,1,3.5,2.7,5,IT
Google Cloud,800.0,1,3.2,3.5,4,IT
Private Cloud,2000.0,1,3.4,2.0,5,IT
Private Cloud,1061.0,0,2.9,6.8,2,IT
Azure,1078.1,1,4.0,2.3,5,Medicine
AWS,2000.0,1,3.3,1.7,4,Telecom
Google Cloud,1391.8,1,3.1,3.0,4,Education
AWS,886.0,1,3.1,7.4,1,IT
Google Cloud,2000.0,1,3.0,2.9,4,IT
AWS,800.0,1,5.0,3.5,4,IT
Google Cloud,1095.5,1,5.0,2.7,5,Bank
Azure,2000.0,1,3.0,3.3,4,IT
AWS,2000.0,1,4.8,2.2,4,Telecom
AWS,2000.0,1,3.0,3.5,4,Education
Google Cloud,527.0,1,4.3,6.3,3,Bank
Private Cloud,2000.0,1,5.0,3.5,5,Education
Azure,850.0,1,2.4,7.3,2,Education
Private Cloud,2000.0,1,3.7,2.8,5,IT
AWS,2000.0,1,4.4,2.3,5,Development
AWS,2000.0,1,3.0,3.5,4,IT
Azure,1925.9,1,4.8,1.4,5,Telecom
Azure,728.0,0,2.8,7.3,1,Telecom
AWS,1951.0,0,2.7,7.3,1,Education
Google Cloud,1307.2,1,4.0,3.5,5,Telecom
Google Cloud,2000.0,1,4.0,2.5,5,Medicine
Private Cloud,2000.0,1,5.0,3.5,5,Development
Private Cloud,879.0,1,2.2,7.2,1,Education
Google Cloud,2000.0,1,3.1,1.6,4,Bank
Azure,1617.4,1,3.6,2.3,4,Development
AWS,1503.0,1,3.8,3.5,4,Development
Azure,2000.0,1,4.1,3.5,5,Education
Azure,1156.7,1,3.0,2.3,4,IT
Google Cloud,1249.8,1,4.9,3.5,4,Medicine
AWS,907.9,1,3.0,2.4,4,Education
Private Cloud,2000.0,1,3.0,3.4,5,Medicine
Google Cloud,1278.0,0,2.2,6.6,3,Education
Google Cloud,1925.2,1,4.8,2.7,5,IT
Google Cloud,2000.0,1,3.4,3.2,5,IT
AWS,1974.5,1,4.0,3.3,5,IT
AWS,2000.0,1,3.1,2.1,5,Education
Azure,2000.0,1,4.5,1.9,5,Bank
Google Cloud,2000.0,1,4.5,3.5,5,Bank
Azure,2000.0,1,4.2,3.0,5,IT
Azure,2000.0,1,4.0,2.9,4,IT
Azure,1655.0,0,2.4,7.4,3,IT
AWS,1125.0,1,3.3,2.5,5,Education
Private Cloud,2000.0,1,3.6,2.5,4,Development
Private Cloud,785.0,0,2.2,7.4,2,Medicine
Private Cloud,1593.4,1,4.3,2.7,5,Medicine
AWS,806.8,1,4.2,3.5,4,Education
Google Cloud,2000.0,1,5.0,3.2,5,IT
AWS,913.9,1,3.0,2.0,5,Medicine
AWS,2000.0,1,4.8,1.7,4,IT
Azure,2000.0,1,4.8,2.3,5,IT
Azure,2000.0,1,4.5,2.4,5,Bank
Azure,537.0,1,4.2,7.1,1,IT
Azure,2000.0,1,5.0,3.5,5,Bank
Private Cloud,657.0,0,3.2,6.3,3,Medicine
Google Cloud,800.0,1,4.3,3.5,5,IT
Private Cloud,800.0,1,3.0,1.8,5,Education
Azure,800.0,1,5.0,2.7,4,Telecom
Google Cloud,2000.0,1,4.3,3.1,5,Education
Google Cloud,1957.8,1,4.5,3.3,5,Education
Google Cloud,2000.0,1,4.1,2.4,4,Bank
Google Cloud,2000.0,1,3.8,2.0,5,Education
AWS,800.0,1,3.4,2.2,5,Medicine
Google Cloud,2000.0,1,3.2,2.3,4,Bank
Azure,2000.0,1,4.9,3.5,4,Telecom
Private Cloud,2000.0,1,3.7,3.3,4,IT
Private Cloud,572.0,1,3.9,7.4,2,Telecom
Google Cloud,921.0,0,2.0,6.7,1,Telecom
Private Cloud,800.0,1,3.3,2.4,5,Education
Azure,477.0,0,2.6,7.5,2,IT
AWS,1061.3,1,4.0,2.0,5,Bank
Azure,800.0,1,3.1,1.8,4,Education
Azure,855.8,1,5.0,3.5,5,IT
AWS,800.0,1,4.8,3.5,5,Bank
AWS,2000.0,1,4.5,3.5,4,IT
AWS,2000.0,1,4.1,3.5,4,Telecom
Google Cloud,800.0,1,3.3,2.8,4,Other
Azure,1460.8,1,4.0,3.5,5,Telecom
Azure,2000.0,1,3.0,3.1,4,Education
Google Cloud,1225.0,1,3.7,7.3,1,Education
Private Cloud,1614.2,1,3.8,3.5,4,Education
Azure,2000.0,1,4.4,1.8,5,Telecom
Google Cloud,2000.0,1,5.0,3.5,4,Education
Azure,800.0,1,4.2,2.1,4,Other
Private Cloud,1978.2,1,3.1,2.5,5,IT
Google Cloud,1466.5,1,4.4,3.5,4,Education
Private Cloud,2000.0,1,5.0,2.6,4,Education
Google Cloud,2000.0,1,3.0,3.2,5,Education
Google Cloud,1693.4,1,3.0,1.7,4,IT
AWS,1879.6,1,4.3,3.5,5,Bank
AWS,2000.0,1,3.0,1.4,4,Medicine
Google Cloud,2000.0,1,3.1,3.5,4,Bank
Private Cloud,1715.8,1,4.2,2.2,4,Telecom
Private Cloud,2000.0,1,3.9,3.5,4,Bank
AWS,837.2,1,4.4,3.5,5,IT
Google Cloud,800.0,1,5.0,2.1,5,Bank
Azure,1646.4,1,4.5,3.5,4,Education
AWS,800.0,1,4.8,3.5,4,Medicine
Google Cloud,2000.0,1,3.0,2.2,4,Bank
Private Cloud,2000.0,1,3.0,3.5,4,Education
Azure,2000.0,1,3.4,2.3,4,Bank
Azure,565.0,1,3.3,7.1,3,IT
Private Cloud,458.0,0,3.4,7.1,2,IT
Azure,1677.0,1,3.9,1.7,5,IT
Private Cloud,1897.2,1,3.9,1.9,5,IT
Azure,1445.4,1,3.0,1.5,4,Medicine
Private Cloud,2000.0,1,4.9,2.1,4,IT
Private Cloud,2000.0,1,3.6,1.9,4,Medicine
Azure,2000.0,1,5.0,3.5,5,IT
Private Cloud,800.0,1,4.7,1.8,5,Telecom
Private Cloud,284.0,0,3.3,6.6,3,Other
AWS,800.0,1,3.0,3.5,4,IT
Azure,800.0,1,4.5,1.8,4,Medicine
Google Cloud,800.0,1,3.9,2.7,5,IT
Private Cloud,1204.2,1,3.1,1.9,4,Bank
AWS,1666.0,0,2.7,7.5,1,Education
Private Cloud,1744.6,1,4.6,3.5,5,Education
AWS,2000.0,1,3.0,3.1,4,IT
Private Cloud,2000.0,1,3.0,2.7,5,IT
Private Cloud,800.0,1,4.3,1.6,4,IT
Azure,2000.0,1,3.0,2.1,4,Medicine
Private Cloud,1475.4,1,4.1,2.3,4,Education
Private Cloud,2000.0,1,3.2,3.5,5,Telecom
AWS,1102.1,1,3.2,3.5,4,IT
Google Cloud,2000.0,1,4.4,3.5,5,Development
AWS,2000.0,1,4.5,3.2,5,IT
Private Cloud,1990.6,1,3.4,2.7,5,Bank
Azure,2000.0,1,3.0,3.5,5,IT
AWS,2000.0,1,3.5,3.5,4,Education
AWS,2000.0,1,3.0,3.5,5,IT
Private Cloud,800.0,1,3.0,2.0,4,IT
AWS,1731.3,1,4.1,2.0,4,IT
Azure,2000.0,1,4.1,3.5,4,Education
Azure,597.0,0,2.7,5.2,3,Bank
AWS,1846.9,1,5.0,3.5,4,Education
AWS,1229.0,0,3.6,6.7,1,IT
Google Cloud,878.7,1,5.0,3.3,5,Education
Google Cloud,2000.0,1,3.0,2.2,5,Development
Private Cloud,2000.0,1,4.2,3.5,5,Education
AWS,1678.2,1,3.7,2.7,5,Development
AWS,2000.0,1,3.2,3.0,5,Education
Private Cloud,800.0,1,3.0,3.4,4,IT
Google Cloud,684.0,1,4.3,7.3,2,Development
AWS,2000.0,1,3.0,3.2,5,Bank
AWS,2000.0,1,3.0,2.6,5,Telecom
Azure,1246.0,1,4.5,2.1,4,Bank
Google Cloud,819.0,0,3.8,6.2,3,Bank
Azure,1878.1,1,3.6,2.8,4,IT
Private Cloud,2000.0,1,4.0,3.0,4,Bank
Google Cloud,1365.1,1,3.6,3.3,5,Medicine
AWS,2000.0,1,3.0,3.5,5,Education
Private Cloud,1971.7,1,3.0,3.5,5,Medicine
AWS,2000.0,1,4.1,2.4,5,IT
Azure,2000.0,1,5.0,1.8,5,Medicine
Google Cloud,800.0,1,4.2,2.7,5,IT
Azure,840.0,1,3.6,7.2,3,Bank
Google Cloud,1234.0,1,2.3,6.8,3,Bank
Azure,1107.0,1,3.5,7.1,2,Bank
Google Cloud,800.0,1,3.9,3.5,4,Education
Google Cloud,1645.9,1,3.0,2.3,5,Education
AWS,800.0,1,4.5,2.0,4,Medicine
Google Cloud,224.0,1,3.1,5.4,3,IT
AWS,2000.0,1,3.9,3.5,4,Medicine
Azure,2000.0,1,5.0,3.5,4,Bank
Google Cloud,768.0,0,3.7,6.9,2,IT
Google Cloud,2000.0,1,3.9,3.2,4,Education
Google Cloud,832.0,0,4.1,7.4,3,IT
AWS,2000.0,1,4.9,3.5,5,Development
Private Cloud,1876.3,1,4.5,3.4,5,IT
Azure,772.0,0,4.0,6.7,2,IT
AWS,1245.7,1,4.9,3.5,4,IT
AWS,1483.6,1,4.9,3.5,4,Education
Google Cloud,591.0,1,2.6,6.1,2,Bank
AWS,2000.0,1,3.6,3.5,5,IT
Private Cloud,1978.0,1,3.0,3.5,5,IT
Azure,1199.6,1,3.7,2.4,4,Telecom
Private Cloud,800.0,1,3.1,1.9,5,Education
Azure,800.0,1,3.8,3.5,4,Other
Private Cloud,1426.9,1,5.0,3.3,4,IT
Google Cloud,665.0,0,4.4,7.2,1,Bank
Google Cloud,1959.4,1,3.1,3.2,5,IT
Private Cloud,800.0,1,3.4,1.7,4,Development
Google Cloud,1695.0,0,4.4,7.4,2,IT
AWS,1834.5,1,3.9,3.4,4,Development
Private Cloud,614.0,1,2.8,6.7,2,IT
AWS,2000.0,1,4.5,2.7,4,Education
Private Cloud,1431.4,1,3.5,2.3,4,Bank
Azure,2000.0,1,5.0,2.1,5,IT
AWS,884.8,1,5.0,2.1,4,Education
Google Cloud,1909.8,1,5.0,3.5,4,Other
AWS,1669.0,0,3.5,7.0,1,Education
AWS,2000.0,1,5.0,3.5,5,Other
AWS,1653.7,1,5.0,3.5,5,Medicine
AWS,2000.0,1,4.8,3.5,5,IT
Private Cloud,2000.0,1,3.7,2.6,5,Other
Private Cloud,1983.8,1,4.5,3.5,4,IT
Azure,800.0,1,4.5,3.2,5,Development
Google Cloud,1381.1,1,3.9,1.6,4,IT
Azure,1242.3,1,4.4,3.5,5,Bank
Google Cloud,2000.0,1,3.0,3.5,5,Education
AWS,1598.3,1,4.3,3.5,5,Education
Azure,1520.0,1,2.7,7.0,3,IT
AWS,1796.0,1,3.0,1.9,4,Education
Private Cloud,2000.0,1,3.0,3.5,5,Telecom
Private Cloud,800.0,1,3.9,3.1,4,Education
AWS,2000.0,1,3.2,3.2,4,Development
Azure,800.0,1,3.8,2.7,4,Bank
Azure,2000.0,1,3.8,3.5,5,Other
AWS,1162.6,1,3.0,2.6,5,IT
AWS,447.0,0,3.4,6.0,3,IT
AWS,779.0,1,3.2,7.3,2,IT
Private Cloud,800.0,1,5.0,2.8,4,Telecom
Azure,1851.7,1,3.4,3.5,4,Education
Azure,1257.3,1,5.0,3.5,5,Development
Google Cloud,1433.3,1,4.2,1.7,4,IT
AWS,2000.0,1,3.1,2.6,4,Education
Google Cloud,2000.0,1,3.0,2.3,5,IT
Private Cloud,1870.5,1,4.5,3.5,4,Telecom
AWS,2000.0,1,4.7,3.4,4,IT
AWS,1456.5,1,3.0,1.6,4,Education
AWS,2000.0,1,4.9,3.5,4,Medicine
Azure,1716.8,1,4.5,1.6,4,Education
Private Cloud,1873.5,1,3.0,2.2,4,Bank
Azure,2000.0,1,4.3,3.3,5,Bank
Azure,1147.5,1,3.4,3.1,5,Medicine
Private Cloud,2000.0,1,5.0,3.5,4,Development
Azure,800.0,1,5.0,3.5,4,IT
Azure,2000.0,1,4.9,3.5,4,Education
Private Cloud,2000.0,1,3.8,3.5,4,Telecom
Google Cloud,1526.0,0,2.8,7.2,3,IT
Azure,2000.0,1,3.0,2.8,4,Education
Azure,1325.0,1,3.8,7.1,3,Development
Google Cloud,800.0,1,5.0,3.5,4,Telecom
AWS,2000.0,1,3.3,2.1,5,IT
Azure,2000.0,1,5.0,3.5,4,Education
Azure,1417.7,1,4.3,2.6,5,Education
Google Cloud,374.0,0,3.7,6.9,1,Bank
AWS,2000.0,1,3.0,3.4,4,Medicine
AWS,1814.5,1,5.0,3.5,5,IT
Google Cloud,1395.0,1,2.5,7.3,1,Telecom
Google Cloud,2000.0,1,4.7,3.5,4,Bank
Google Cloud,2000.0,1,3.9,3.5,5,Development
Google Cloud,2000.0,1,3.3,2.1,4,Telecom
Google Cloud,1984.9,1,3.0,3.5,4,Bank
Google Cloud,2000.0,1,3.0,2.1,5,IT
Private Cloud,2000.0,1,4.7,3.5,4,Bank
AWS,2000.0,1,5.0,1.6,4,IT
Private Cloud,514.0,1,4.0,6.9,2,Education
AWS,377.0,0,4.4,5.4,1,Telecom
Private Cloud,1716.2,1,3.3,2.9,5,Medicine
AWS,2000.0,1,3.6,2.4,4,Development
Azure,2000.0,1,4.3,3.1,4,Telecom
Private Cloud,2000.0,1,3.8,3.4,5,Bank
Azure,2000.0,1,3.9,3.5,5,Education
AWS,1225.7,1,3.9,1.9,5,Other
AWS,2000.0,1,3.3,2.6,4,IT
Google Cloud,1077.9,1,4.7,3.5,5,Development
Google Cloud,2000.0,1,3.0,2.1,4,Telecom
AWS,2000.0,1,3.0,1.8,5,Development
Private Cloud,2000.0,1,3.5,3.1,5,Bank
Google Cloud,1717.7,1,4.8,2.9,4,Education
Private Cloud,1766.2,1,4.5,3.5,4,Education
AWS,2000.0,1,3.8,2.5,4,Education
Azure,1921.3,1,5.0,3.0,5,Development
AWS,2000.0,1,5.0,2.8,4,IT
Azure,1925.4,1,3.2,2.2,5,IT
Azure,1223.8,1,3.0,1.6,4,Other
Google Cloud,1161.4,1,3.4,2.6,5,Development
Private Cloud,800.0,1,5.0,3.1,5,Medicine
Azure,2000.0,1,3.0,1.7,5,Telecom
AWS,2000.0,1,4.2,1.5,4,Medicine
Private Cloud,2000.0,1,3.8,3.5,5,IT
Private Cloud,1315.3,1,4.8,3.3,4,Bank
Private Cloud,800.0,1,4.7,2.9,5,Education
Private Cloud,1629.5,1,3.0,3.5,5,Education
AWS,1721.0,1,2.6,7.3,1,Medicine
AWS,1333.1,1,3.9,2.6,4,IT
AWS,619.0,0,3.7,6.7,3,IT
AWS,1005.4,1,4.5,3.5,5,Bank
Google Cloud,1264.8,1,3.8,2.8,4,IT
Azure,1179.0,0,2.0,6.9,2,Bank
Google Cloud,2000.0,1,3.5,2.9,5,Education
Azure,2000.0,1,3.7,2.4,5,Telecom
Google Cloud,2000.0,1,3.9,2.7,5,Telecom
Private Cloud,619.0,0,4.3,7.5,1,Medicine
Google Cloud,2000.0,1,4.9,3.5,4,Telecom
AWS,2000.0,1,3.6,3.5,4,Bank
AWS,2000.0,1,3.0,3.5,4,Other
Google Cloud,2000.0,1,3.6,1.7,5,IT
Private Cloud,800.0,1,5.0,1.5,4,IT
AWS,557.0,1,2.4,6.8,1,Medicine
Google Cloud,537.0,0,2.0,5.1,3,Other
AWS,426.0,0,2.1,6.3,2,Bank
Private Cloud,2000.0,1,3.0,3.5,4,Telecom
AWS,2000.0,1,5.0,3.5,5,IT
Google Cloud,1970.5,1,4.1,2.0,4,Bank
Private Cloud,972.0,1,3.4,6.6,1,Education
Private Cloud,1863.8,1,5.0,1.8,4,Bank
Private Cloud,1428.0,0,4.0,7.0,1,IT
Azure,2000.0,1,3.0,2.0,4,Bank
Azure,800.0,1,5.0,2.4,5,Other
Private Cloud,1603.3,1,4.7,3.2,4,IT
Azure,867.1,1,3.9,3.2,4,Education
Azure,2000.0,1,5.0,2.8,5,IT
Azure,1598.6,1,3.4,2.4,5,IT
Azure,1828.3,1,3.2,2.9,4,Medicine
Google Cloud,1846.7,1,4.5,2.8,5,Bank
AWS,890.0,0,3.6,7.4,2,IT
AWS,1221.1,1,3.1,3.5,5,IT
AWS,420.0,0,2.5,5.0,2,IT
Private Cloud,1817.0,1,4.4,1.5,4,Bank
Azure,1910.6,1,3.2,2.3,4,IT
AWS,2000.0,1,3.8,3.5,5,Development
Private Cloud,2000.0,1,3.0,3.5,4,IT
Azure,2000.0,1,3.6,2.8,5,Bank
AWS,800.0,1,3.0,2.0,5,Bank
AWS,800.0,1,5.0,3.5,5,Medicine
Private Cloud,800.0,1,4.9,3.3,4,Bank
Google Cloud,1051.0,1,2.2,6.4,3,IT
Azure,1030.1,1,4.7,1.9,4,Education
Private Cloud,800.0,1,3.7,3.0,4,Medicine
AWS,1089.3,1,4.4,3.5,5,Telecom
Private Cloud,721.0,0,4.0,6.5,3,Development
Azure,2000.0,1,3.5,3.5,4,Development
Azure,1518.1,1,4.3,3.2,5,Education
Google Cloud,1732.0,1,2.2,7.2,3,Telecom
Private Cloud,2000.0,1,3.0,3.5,4,IT
Google Cloud,2000.0,1,4.8,3.5,4,IT
Azure,2000.0,1,4.4,3.5,4,Bank
Azure,1518.6,1,4.5,3.5,5,Other
Private Cloud,2000.0,1,4.5,3.0,5,Telecom
Azure,275.0,0,2.0,6.3,3,IT
Google Cloud,324.0,0,3.6,6.7,1,Other
AWS,1848.1,1,5.0,3.2,4,IT
Google Cloud,2000.0,1,3.5,1.7,4,Medicine
Private Cloud,636.0,1,2.2,6.9,2,IT
Google Cloud,1659.6,1,4.8,3.5,4,Bank
Google Cloud,2000.0,1,4.0,1.4,4,Telecom
Google Cloud,1970.1,1,3.8,2.6,4,Education
AWS,2000.0,1,4.8,2.4,4,Telecom
Azure,2000.0,1,3.1,3.5,4,Medicine
Private Cloud,2000.0,1,4.9,3.5,4,Medicine
Private Cloud,1103.3,1,3.9,1.9,4,Bank
Private Cloud,2000.0,1,3.0,3.5,5,Telecom
Azure,2000.0,1,5.0,3.5,4,Bank
Google Cloud,374.0,0,3.7,6.9,2,Medicine
Azure,2000.0,1,4.8,3.4,4,IT
Private Cloud,2000.0,1,4.6,2.2,4,IT
AWS,800.0,1,5.0,3.5,4,Telecom
Private Cloud,2000.0,1,4.3,3.3,4,Telecom
Azure,1193.2,1,4.6,1.7,5,IT
Private Cloud,1910.7,1,5.0,2.2,5,Education
Private Cloud,1764.7,1,3.0,2.9,5,Other
Google Cloud,2000.0,1,4.2,2.0,5,Telecom
Google Cloud,800.0,1,3.4,2.5,4,Bank
Google Cloud,800.0,1,3.7,2.7,4,Other
AWS,800.0,1,3.4,3.4,4,Bank
AWS,391.0,0,4.2,6.5,1,Telecom
AWS,2000.0,1,4.6,3.5,5,Development
Azure,800.0,1,4.9,3.5,5,IT
Google Cloud,800.0,1,3.7,2.9,4,IT
Azure,2000.0,1,3.0,2.3,5,IT
Private Cloud,2000.0,1,3.7,2.6,4,IT
Private Cloud,2000.0,1,3.2,1.9,5,Education
